case,mode,order,selector_policy,matches,total_rows,match_ratio,bit_mismatches,total_bits,bit_match_ratio,notes
ex286,selector_specific,selector_specific,selector_specific_mode_order,130,8192,0.015869,47342,106496,0.555457,selectors=raw3:raw10:xor6_7; policies=0:parking:outside;1:parking:homes_last;2:parking:homes_last;3:parking:outside;4:parking:outside;5:parking:outside;6:parking:center;7:parking:center
ex286,sandpile_cycle,homes_last,rotate_selector_rev,73,8192,0.008911,48088,106496,0.548453,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,natural,none,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,natural,rotate_selector,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,natural,rotate_selector_rev,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,reverse,none,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,reverse,rotate_selector,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,reverse,rotate_selector_rev,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,center,none,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,center,rotate_selector,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,center,rotate_selector_rev,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,outside,none,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,outside,rotate_selector,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,outside,rotate_selector_rev,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,homes_first,none,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,homes_first,rotate_selector,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,homes_first,rotate_selector_rev,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,homes_last,none,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,homes_last,rotate_selector,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,homes_last,rotate_selector_rev,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,homes_rev_first,none,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,homes_rev_first,rotate_selector,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_line,homes_rev_first,rotate_selector_rev,73,8192,0.008911,48094,106496,0.548396,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,homes_first,none,71,8192,0.008667,47802,106496,0.551138,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,homes_first,rotate_selector,71,8192,0.008667,47802,106496,0.551138,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,homes_first,rotate_selector_rev,71,8192,0.008667,47802,106496,0.551138,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,homes_last,none,71,8192,0.008667,47802,106496,0.551138,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex287,selector_specific,selector_specific,selector_specific_mode_order,97,16384,0.005920,102742,229376,0.552080,selectors=xor6_7:xor8_9:raw13:raw12; policies=0:balanced_parking:natural;1:parking:outside;2:parking:natural;3:parking:reverse;4:binary:natural;5:sandpile_line:reverse;6:parking:homes_rev_first;7:parking:reverse;8:parking:center;9:balanced_parking:outside;10:parking:center;11:parking:homes_last;12:sandpile_line:reverse;13:sandpile_line:reverse;14:parking:outside;15:sandpile_line:reverse
ex287,parking,reverse,none,82,16384,0.005005,103656,229376,0.548096,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,reverse,rotate_selector,82,16384,0.005005,103656,229376,0.548096,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,reverse,rotate_selector_rev,82,16384,0.005005,103656,229376,0.548096,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,outside,none,81,16384,0.004944,104604,229376,0.543963,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,outside,rotate_selector,81,16384,0.004944,104604,229376,0.543963,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,outside,rotate_selector_rev,81,16384,0.004944,104604,229376,0.543963,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,homes_first,rotate_selector,76,16384,0.004639,103616,229376,0.548270,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,homes_last,rotate_selector,76,16384,0.004639,103704,229376,0.547886,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,natural,none,76,16384,0.004639,103712,229376,0.547852,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,homes_first,none,76,16384,0.004639,103712,229376,0.547852,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,homes_last,none,76,16384,0.004639,103712,229376,0.547852,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,homes_first,rotate_selector_rev,76,16384,0.004639,103720,229376,0.547817,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,homes_last,rotate_selector_rev,76,16384,0.004639,103736,229376,0.547747,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,natural,rotate_selector,76,16384,0.004639,103760,229376,0.547642,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,outside,none,75,16384,0.004578,103536,229376,0.548619,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,outside,rotate_selector,75,16384,0.004578,103564,229376,0.548497,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,outside,rotate_selector_rev,75,16384,0.004578,103640,229376,0.548165,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,natural,rotate_selector_rev,75,16384,0.004578,103718,229376,0.547825,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,homes_rev_first,rotate_selector_rev,75,16384,0.004578,103918,229376,0.546953,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,reverse,rotate_selector_rev,75,16384,0.004578,103922,229376,0.546936,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,homes_rev_first,rotate_selector,75,16384,0.004578,103944,229376,0.546840,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,reverse,none,75,16384,0.004578,104026,229376,0.546483,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,homes_rev_first,none,75,16384,0.004578,104026,229376,0.546483,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,reverse,rotate_selector,74,16384,0.004517,103890,229376,0.547076,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,center,rotate_selector_rev,74,16384,0.004517,104038,229376,0.546430,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,center,none,74,16384,0.004517,104190,229376,0.545768,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,balanced_parking,center,rotate_selector,74,16384,0.004517,104224,229376,0.545619,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,homes_rev_first,none,71,16384,0.004333,105626,229376,0.539507,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,homes_rev_first,rotate_selector,71,16384,0.004333,105626,229376,0.539507,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,homes_rev_first,rotate_selector_rev,71,16384,0.004333,105626,229376,0.539507,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,center,none,69,16384,0.004211,103924,229376,0.546927,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,center,rotate_selector,69,16384,0.004211,103924,229376,0.546927,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,center,rotate_selector_rev,69,16384,0.004211,103924,229376,0.546927,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,homes_first,none,67,16384,0.004089,105258,229376,0.541112,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,homes_first,rotate_selector,67,16384,0.004089,105258,229376,0.541112,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,homes_first,rotate_selector_rev,67,16384,0.004089,105258,229376,0.541112,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,homes_last,none,67,16384,0.004089,105258,229376,0.541112,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,homes_last,rotate_selector,67,16384,0.004089,105258,229376,0.541112,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,parking,homes_last,rotate_selector_rev,67,16384,0.004089,105258,229376,0.541112,selectors=xor6_7:xor8_9:raw13:raw12; first=occ=0:0:0:0:0:0:1:0:0:0:0:0:0:1;sel=0;pred=0x2040;exp=0xc
