case,mode,order,selector_policy,matches,total_rows,match_ratio,bit_mismatches,total_bits,bit_match_ratio,notes
ex286,selector_specific,selector_specific,selector_specific_mode_order,130,8192,0.015869,47342,106496,0.555457,selectors=raw3:raw10:xor6_7; policies=0:parking:outside;1:parking:homes_last;2:parking:homes_last;3:parking:outside;4:parking:outside;5:parking:outside;6:parking:center;7:parking:center
ex286,parking,outside,none,112,8192,0.013672,47466,106496,0.554293,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,outside,rotate_selector,112,8192,0.013672,47466,106496,0.554293,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,outside,rotate_selector_rev,112,8192,0.013672,47466,106496,0.554293,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,center,none,108,8192,0.013184,47284,106496,0.556002,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,center,rotate_selector,108,8192,0.013184,47284,106496,0.556002,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,center,rotate_selector_rev,108,8192,0.013184,47284,106496,0.556002,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,outside,rotate_selector,88,8192,0.010742,47760,106496,0.551532,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,reverse,none,87,8192,0.010620,47584,106496,0.553185,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,reverse,rotate_selector,87,8192,0.010620,47584,106496,0.553185,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,reverse,rotate_selector_rev,87,8192,0.010620,47584,106496,0.553185,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,natural,rotate_selector_rev,87,8192,0.010620,47716,106496,0.551946,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,outside,none,86,8192,0.010498,47716,106496,0.551946,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,homes_first,rotate_selector_rev,84,8192,0.010254,47738,106496,0.551739,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,natural,rotate_selector,84,8192,0.010254,47762,106496,0.551514,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,natural,none,84,8192,0.010254,47780,106496,0.551345,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,homes_first,none,84,8192,0.010254,47780,106496,0.551345,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,homes_last,none,84,8192,0.010254,47780,106496,0.551345,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,homes_last,rotate_selector,84,8192,0.010254,47800,106496,0.551157,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,outside,rotate_selector_rev,84,8192,0.010254,47854,106496,0.550650,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,homes_last,rotate_selector_rev,84,8192,0.010254,47864,106496,0.550556,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,homes_rev_first,rotate_selector,83,8192,0.010132,47648,106496,0.552584,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,reverse,none,83,8192,0.010132,47700,106496,0.552096,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,homes_rev_first,none,83,8192,0.010132,47700,106496,0.552096,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,homes_rev_first,rotate_selector_rev,83,8192,0.010132,47708,106496,0.552021,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,reverse,rotate_selector_rev,83,8192,0.010132,47716,106496,0.551946,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,homes_first,rotate_selector,81,8192,0.009888,47762,106496,0.551514,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,center,none,81,8192,0.009888,47774,106496,0.551401,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,reverse,rotate_selector,81,8192,0.009888,47776,106496,0.551382,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,center,rotate_selector,81,8192,0.009888,47778,106496,0.551363,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,balanced_parking,center,rotate_selector_rev,80,8192,0.009766,47774,106496,0.551401,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,homes_rev_first,none,75,8192,0.009155,47930,106496,0.549936,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,homes_rev_first,rotate_selector,75,8192,0.009155,47930,106496,0.549936,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,parking,homes_rev_first,rotate_selector_rev,75,8192,0.009155,47930,106496,0.549936,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,center,none,73,8192,0.008911,48085,106496,0.548481,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,outside,none,73,8192,0.008911,48085,106496,0.548481,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,reverse,none,73,8192,0.008911,48086,106496,0.548471,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,reverse,rotate_selector,73,8192,0.008911,48086,106496,0.548471,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,reverse,rotate_selector_rev,73,8192,0.008911,48086,106496,0.548471,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,center,rotate_selector_rev,73,8192,0.008911,48086,106496,0.548471,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,outside,rotate_selector,73,8192,0.008911,48086,106496,0.548471,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,outside,rotate_selector_rev,73,8192,0.008911,48086,106496,0.548471,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,homes_rev_first,rotate_selector,73,8192,0.008911,48086,106496,0.548471,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,homes_rev_first,rotate_selector_rev,73,8192,0.008911,48086,106496,0.548471,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,natural,none,73,8192,0.008911,48087,106496,0.548462,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,natural,rotate_selector_rev,73,8192,0.008911,48087,106496,0.548462,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,center,rotate_selector,73,8192,0.008911,48087,106496,0.548462,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,homes_rev_first,none,73,8192,0.008911,48087,106496,0.548462,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,natural,rotate_selector,73,8192,0.008911,48088,106496,0.548453,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,homes_first,none,73,8192,0.008911,48088,106496,0.548453,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,homes_first,rotate_selector,73,8192,0.008911,48088,106496,0.548453,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,homes_first,rotate_selector_rev,73,8192,0.008911,48088,106496,0.548453,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,homes_last,none,73,8192,0.008911,48088,106496,0.548453,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
ex286,sandpile_cycle,homes_last,rotate_selector,73,8192,0.008911,48088,106496,0.548453,selectors=raw3:raw10:xor6_7; first=occ=0:0:0:0:0:1:1:0:0:0:0:0:0;sel=0;pred=0x60;exp=0xc
