case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex225,ex225_fp16_log10_casez_runs_t400,fp16_log10,casez_runs_t400,student/work/ex225_frontend_fp16_log10_casez_20260607_1145/ex225/verilog/ex225_fp16_log10_casez_runs_t400.v,student/work/ex225_frontend_fp16_log10_casez_20260607_1145/ex225/aigs/ex225_fp16_log10_casez_runs_t400.aig,1,1,1,13234,25,330850,116676,2.835630,0,0,16.608,threshold=400; cube_groups=4; table_groups=26; cube_items=1245; table_items=26624,structural_exact,casez run-cube FP16 log candidate; threshold=400; cube_groups=4; table_groups=26; cube_items=1245; table_items=26624
ex225,ex225_fp16_log10_casez_runs_t600,fp16_log10,casez_runs_t600,student/work/ex225_frontend_fp16_log10_casez_20260607_1145/ex225/verilog/ex225_fp16_log10_casez_runs_t600.v,student/work/ex225_frontend_fp16_log10_casez_20260607_1145/ex225/aigs/ex225_fp16_log10_casez_runs_t600.aig,1,1,1,17567,27,474309,116676,4.065180,0,0,20.029,threshold=600; cube_groups=18; table_groups=12; cube_items=7675; table_items=12288,structural_exact,casez run-cube FP16 log candidate; threshold=600; cube_groups=18; table_groups=12; cube_items=7675; table_items=12288
ex225,ex225_fp16_log10_casez_runs_t800,fp16_log10,casez_runs_t800,student/work/ex225_frontend_fp16_log10_casez_20260607_1145/ex225/verilog/ex225_fp16_log10_casez_runs_t800.v,student/work/ex225_frontend_fp16_log10_casez_20260607_1145/ex225/aigs/ex225_fp16_log10_casez_runs_t800.aig,1,1,1,18535,25,463375,116676,3.971468,0,0,20.530,threshold=800; cube_groups=24; table_groups=6; cube_items=11535; table_items=6144,structural_exact,casez run-cube FP16 log candidate; threshold=800; cube_groups=24; table_groups=6; cube_items=11535; table_items=6144
ex225,ex225_fp16_log10_casez_runs_t1024,fp16_log10,casez_runs_t1024,student/work/ex225_frontend_fp16_log10_casez_20260607_1145/ex225/verilog/ex225_fp16_log10_casez_runs_t1024.v,student/work/ex225_frontend_fp16_log10_casez_20260607_1145/ex225/aigs/ex225_fp16_log10_casez_runs_t1024.aig,1,1,1,19758,26,513708,116676,4.402859,0,0,23.772,threshold=1024; cube_groups=30; table_groups=0; cube_items=17114; table_items=0,structural_exact,casez run-cube FP16 log candidate; threshold=1024; cube_groups=30; table_groups=0; cube_items=17114; table_items=0
