case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex224,ex224_fp16_log2_manual_ex224_sign_bits11_12_bit14,fp16_log2,manual_ex224_sign_bits11_12_bit14,student/work/ex224_frontend_fp16_manualbit_20260607_0855/ex224/verilog/ex224_fp16_log2_manual_ex224_sign_bits11_12_bit14.v,student/work/ex224_frontend_fp16_manualbit_20260607_0855/ex224/aigs/ex224_fp16_log2_manual_ex224_sign_bits11_12_bit14.aig,1,1,6286,22,138292,64708,2.137170,0,0,structural_exact,per-output-bit run-cover hybrid; manual ex224 sign casez plus bit11/12 run-cover and bit14 formula; table_items=31777; bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0; bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0
