case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex224,fp16_log2,1,1,1,1,0,0,1,ex224_fp16_log2_manual_ex224_sign_bits11_12_bit14,manual_ex224_sign_bits11_12_bit14,structural_exact,6286,22,138292,64708,2.137170,0,0,manual_ex224_sign_bits11_12_bit14:138292,
