case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex223,fp16_log,2,2,2,2,0,0,2,ex223_fp16_log_masked_current,masked_table_casez_sign,structural_exact,11261,23,259003,120549,2.148529,0,0,masked_table_casez_sign:259003; masked_run_casez_sign:577920,
ex224,fp16_log2,2,2,2,2,0,0,2,ex224_fp16_log2_masked_current,masked_table_casez_sign_bits11_12,structural_exact,6316,21,132636,64708,2.049762,0,0,masked_table_casez_sign_bits11_12:132636; masked_run_casez_sign_bits11_12:366072,
