case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_wallace_square_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2/ex270/verilog/ex270_square_wallace_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2/ex270/aigs/ex270_square_wallace_square_hcla4_abc_g_aig.aig,1,1,1,196,22,4312,2076,2.077071,0,0,0.363,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla4; flow=abc_g_aig
ex270,ex270_square_wallace_square_hcla4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla4+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2/ex270/verilog/ex270_square_wallace_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2/ex270/aigs/ex270_square_wallace_square_hcla4_wreduce_abc_g_aig.aig,1,1,1,194,22,4268,2076,2.055877,0,0,0.329,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla4; flow=wreduce_abc_g_aig
ex270,ex270_square_dadda_square_hcla4_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla4+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2/ex270/verilog/ex270_square_dadda_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2/ex270/aigs/ex270_square_dadda_square_hcla4_abc_g_aig.aig,1,1,1,197,23,4531,2076,2.182563,0,0,0.340,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_hcla4; flow=abc_g_aig
ex270,ex270_square_dadda_square_hcla4_wreduce_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla4+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2/ex270/verilog/ex270_square_dadda_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2/ex270/aigs/ex270_square_dadda_square_hcla4_wreduce_abc_g_aig.aig,1,1,1,200,23,4600,2076,2.215800,0,0,0.372,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_hcla4; flow=wreduce_abc_g_aig
ex270,ex270_square_low_high_split_hcla_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2/ex270/verilog/ex270_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2/ex270/aigs/ex270_square_low_high_split_hcla_abc_g_aig.aig,1,1,1,183,26,4758,2076,2.291908,0,0,0.343,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split_hcla; flow=abc_g_aig
ex270,ex270_square_low_high_split_hcla_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2/ex270/verilog/ex270_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_smoke2/ex270/aigs/ex270_square_low_high_split_hcla_wreduce_abc_g_aig.aig,1,1,1,184,26,4784,2076,2.304432,0,0,0.359,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low_high_split_hcla; flow=wreduce_abc_g_aig
