case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_mod_deg2,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2.aig,1,1,1,373,25,9325,1.220,transform=prefix_parity_reduce; coord_mode=full_mod; degree=2; coord_width=17; features=154; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11; inconsistent=0x0; used_features=77; term_counts=1:3:5:7:9:11:13:19:23:24:27:26; hash=d3ff182b5c57,unknown mux-coordinate ANF Verilog seed
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_clamp_deg2,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2.aig,1,1,1,389,28,10892,1.204,transform=prefix_parity_reduce; coord_mode=full_clamp; degree=2; coord_width=17; features=154; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11; inconsistent=0x0; used_features=75; term_counts=1:3:5:7:9:11:13:19:20:24:22:22; hash=b1319c0c8750,unknown mux-coordinate ANF Verilog seed
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_deg2,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2.aig,1,1,1,429,33,14157,1.246,transform=prefix_parity_reduce; coord_mode=full_wrap_low_zero_high; degree=2; coord_width=17; features=154; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11; inconsistent=0x0; used_features=78; term_counts=1:3:5:7:9:11:13:19:22:24:26:26; hash=c534ed864b76,unknown mux-coordinate ANF Verilog seed
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_mod_deg2,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2.aig,1,1,1,405,33,13365,2.356,transform=prefix_parity_reduce; coord_mode=full_mod; degree=2; coord_width=18; features=172; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12; inconsistent=0x0; used_features=89; term_counts=1:3:5:7:9:11:13:15:21:25:26:29:28; hash=a37d04f73c25,unknown mux-coordinate ANF Verilog seed
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_clamp_deg2,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2.aig,1,1,1,448,34,15232,2.441,transform=prefix_parity_reduce; coord_mode=full_clamp; degree=2; coord_width=18; features=172; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12; inconsistent=0x0; used_features=87; term_counts=1:3:5:7:9:11:13:15:21:22:26:24:24; hash=b724b54f298b,unknown mux-coordinate ANF Verilog seed
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_deg2,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2.aig,1,1,1,501,29,14529,2.659,transform=prefix_parity_reduce; coord_mode=full_wrap_low_zero_high; degree=2; coord_width=18; features=172; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12; inconsistent=0x0; used_features=90; term_counts=1:3:5:7:9:11:13:15:21:24:26:28:28; hash=f3f99d4eba7d,unknown mux-coordinate ANF Verilog seed
ex282,ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_mod_deg2,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex282/verilog/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex282/aigs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2.aig,1,1,1,408,31,12648,5.655,transform=prefix_parity_reduce; coord_mode=full_mod; degree=2; coord_width=19; features=191; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13; inconsistent=0x0; used_features=102; term_counts=1:3:5:7:9:11:13:15:17:23:27:28:31:30; hash=61f8078f4e57,unknown mux-coordinate ANF Verilog seed
ex282,ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_clamp_deg2,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex282/verilog/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex282/aigs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2.aig,1,1,1,514,30,15420,5.186,transform=prefix_parity_reduce; coord_mode=full_clamp; degree=2; coord_width=19; features=191; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13; inconsistent=0x0; used_features=100; term_counts=1:3:5:7:9:11:13:15:17:23:24:28:26:26; hash=9c9c5c8cede4,unknown mux-coordinate ANF Verilog seed
ex282,ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_deg2,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex282/verilog/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex282/aigs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_deg2.aig,1,1,1,443,40,17720,5.126,transform=prefix_parity_reduce; coord_mode=full_wrap_low_zero_high; degree=2; coord_width=19; features=191; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13; inconsistent=0x0; used_features=103; term_counts=1:3:5:7:9:11:13:15:17:23:26:28:30:30; hash=294b0535a9d8,unknown mux-coordinate ANF Verilog seed
ex283,ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_mod_deg2,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex283/verilog/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex283/aigs/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_mod_deg2.aig,1,1,1,540,38,20520,11.486,transform=prefix_parity_reduce; coord_mode=full_mod; degree=2; coord_width=20; features=211; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14; inconsistent=0x0; used_features=116; term_counts=1:3:5:7:9:11:13:15:17:19:25:29:30:33:32; hash=c38f80a174f9,unknown mux-coordinate ANF Verilog seed
ex283,ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_clamp_deg2,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex283/verilog/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2.v,student/work/ex280_ex284_frontend_muxcoord_full_20260609_0117/ex283/aigs/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_deg2.aig,1,1,1,467,37,17279,12.245,transform=prefix_parity_reduce; coord_mode=full_clamp; degree=2; coord_width=20; features=211; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14; inconsistent=0x0; used_features=114; term_counts=1:3:5:7:9:11:13:15:17:19:25:26:30:28:28; hash=38c16c514fb4,unknown mux-coordinate ANF Verilog seed
