case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.189,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig
ex275,ex275_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset.aig,1,1,1,42,8,336,204,1.647059,0,0,0.299,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset
ex275,ex275_isqrt_prefix4_bitwise_default,unsigned_floor_isqrt,prefix4_bitwise+default,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_default.aig,1,1,1,49,7,343,204,1.681373,0,0,0.223,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=default
ex275,ex275_isqrt_prefix4_bitwise_wreduce_default,unsigned_floor_isqrt,prefix4_bitwise+wreduce_default,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_wreduce_default.aig,1,1,1,49,7,343,204,1.681373,0,0,0.226,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=wreduce_default
ex275,ex275_isqrt_prefix4_bitwise_no_internal_abc,unsigned_floor_isqrt,prefix4_bitwise+no_internal_abc,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_no_internal_abc.aig,1,1,1,118,13,1534,204,7.519608,0,0,0.156,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=no_internal_abc
ex275,ex275_isqrt_prefix4_bitwise_wreduce_no_internal_abc,unsigned_floor_isqrt,prefix4_bitwise+wreduce_no_internal_abc,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_wreduce_no_internal_abc.aig,1,1,1,118,13,1534,204,7.519608,0,0,0.159,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=wreduce_no_internal_abc
ex275,ex275_isqrt_prefix4_bitwise_abc_g_AND,unsigned_floor_isqrt,prefix4_bitwise+abc_g_AND,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_AND.aig,1,1,1,49,7,343,204,1.681373,0,0,0.249,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_AND
ex275,ex275_isqrt_prefix4_bitwise_abc_g_NAND,unsigned_floor_isqrt,prefix4_bitwise+abc_g_NAND,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_NAND.aig,1,1,1,48,7,336,204,1.647059,0,0,0.228,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_NAND
ex275,ex275_isqrt_prefix4_bitwise_abc_g_NOR,unsigned_floor_isqrt,prefix4_bitwise+abc_g_NOR,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_NOR.aig,1,1,1,48,7,336,204,1.647059,0,0,0.222,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_NOR
ex275,ex275_isqrt_prefix4_bitwise_abc_g_OR,unsigned_floor_isqrt,prefix4_bitwise+abc_g_OR,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_OR.aig,1,1,1,49,7,343,204,1.681373,0,0,0.225,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_OR
ex275,ex275_isqrt_prefix4_bitwise_abc_g_XOR,unsigned_floor_isqrt,prefix4_bitwise+abc_g_XOR,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_XOR.aig,1,0,0,,,,204,,,,0.858,sqrt_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/logs/ex275_isqrt_prefix4_bitwise_abc_g_XOR.yosys.log
ex275,ex275_isqrt_prefix4_bitwise_abc_g_MUX,unsigned_floor_isqrt,prefix4_bitwise+abc_g_MUX,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_MUX.aig,1,0,0,,,,204,,,,0.868,sqrt_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/logs/ex275_isqrt_prefix4_bitwise_abc_g_MUX.yosys.log
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,48,7,336,204,1.647059,0,0,0.219,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex275,ex275_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,48,7,336,204,1.647059,0,0,0.278,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset
ex275,ex275_isqrt_cofbdd4_reverse_default,unsigned_floor_isqrt,cofbdd4_reverse+default,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_default.aig,1,1,1,55,9,495,204,2.426471,0,0,0.210,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=default
ex275,ex275_isqrt_cofbdd4_reverse_wreduce_default,unsigned_floor_isqrt,cofbdd4_reverse+wreduce_default,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_wreduce_default.aig,1,1,1,55,9,495,204,2.426471,0,0,0.218,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=wreduce_default
ex275,ex275_isqrt_cofbdd4_reverse_no_internal_abc,unsigned_floor_isqrt,cofbdd4_reverse+no_internal_abc,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_no_internal_abc.aig,1,1,1,93,12,1116,204,5.470588,0,0,0.139,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=no_internal_abc
ex275,ex275_isqrt_cofbdd4_reverse_wreduce_no_internal_abc,unsigned_floor_isqrt,cofbdd4_reverse+wreduce_no_internal_abc,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_wreduce_no_internal_abc.aig,1,1,1,93,12,1116,204,5.470588,0,0,0.140,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=wreduce_no_internal_abc
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_AND,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_AND,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_AND.aig,1,1,1,55,9,495,204,2.426471,0,0,0.212,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_AND
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_NAND,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_NAND,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_NAND.aig,1,1,1,55,9,495,204,2.426471,0,0,0.519,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_NAND
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_NOR,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_NOR,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_NOR.aig,1,1,1,55,9,495,204,2.426471,0,0,0.215,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_NOR
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_OR,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_OR,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_OR.aig,1,1,1,55,9,495,204,2.426471,0,0,0.217,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_OR
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_XOR,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_XOR,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_XOR.aig,1,0,0,,,,204,,,,0.820,sqrt_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/logs/ex275_isqrt_cofbdd4_reverse_abc_g_XOR.yosys.log
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_MUX,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_MUX,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_MUX.aig,1,0,0,,,,204,,,,0.863,sqrt_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/logs/ex275_isqrt_cofbdd4_reverse_abc_g_MUX.yosys.log
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_aig.aig,1,1,1,55,9,495,204,2.426471,0,0,0.210,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_aig
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset.aig,1,1,1,51,8,408,204,2.000000,0,0,0.272,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset
ex275,ex275_isqrt_prefix3_range_default,unsigned_floor_isqrt,prefix3_range+default,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_range_default.aig,1,1,1,49,8,392,204,1.921569,0,0,0.220,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=default
ex275,ex275_isqrt_prefix3_range_wreduce_default,unsigned_floor_isqrt,prefix3_range+wreduce_default,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_range_wreduce_default.aig,1,1,1,47,9,423,204,2.073529,0,0,0.225,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=wreduce_default
ex275,ex275_isqrt_prefix3_range_no_internal_abc,unsigned_floor_isqrt,prefix3_range+no_internal_abc,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_range_no_internal_abc.aig,1,1,1,113,16,1808,204,8.862745,0,0,0.152,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=no_internal_abc
ex275,ex275_isqrt_prefix3_range_wreduce_no_internal_abc,unsigned_floor_isqrt,prefix3_range+wreduce_no_internal_abc,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_range_wreduce_no_internal_abc.aig,1,1,1,113,16,1808,204,8.862745,0,0,0.156,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=wreduce_no_internal_abc
ex275,ex275_isqrt_prefix3_range_abc_g_AND,unsigned_floor_isqrt,prefix3_range+abc_g_AND,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_AND.aig,1,1,1,49,8,392,204,1.921569,0,0,0.218,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_AND
ex275,ex275_isqrt_prefix3_range_abc_g_NAND,unsigned_floor_isqrt,prefix3_range+abc_g_NAND,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_NAND.aig,1,1,1,49,7,343,204,1.681373,0,0,0.220,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_NAND
ex275,ex275_isqrt_prefix3_range_abc_g_NOR,unsigned_floor_isqrt,prefix3_range+abc_g_NOR,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_NOR.aig,1,1,1,49,7,343,204,1.681373,0,0,0.226,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_NOR
ex275,ex275_isqrt_prefix3_range_abc_g_OR,unsigned_floor_isqrt,prefix3_range+abc_g_OR,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_OR.aig,1,1,1,49,8,392,204,1.921569,0,0,0.222,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_OR
ex275,ex275_isqrt_prefix3_range_abc_g_XOR,unsigned_floor_isqrt,prefix3_range+abc_g_XOR,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_XOR.aig,1,0,0,,,,204,,,,0.922,sqrt_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/logs/ex275_isqrt_prefix3_range_abc_g_XOR.yosys.log
ex275,ex275_isqrt_prefix3_range_abc_g_MUX,unsigned_floor_isqrt,prefix3_range+abc_g_MUX,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_MUX.aig,1,0,0,,,,204,,,,0.849,sqrt_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/logs/ex275_isqrt_prefix3_range_abc_g_MUX.yosys.log
ex275,ex275_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,49,7,343,204,1.681373,0,0,0.216,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_aig
ex275,ex275_isqrt_prefix3_range_synth_preset,unsigned_floor_isqrt,prefix3_range+synth_preset,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix3_range_synth_preset.aig,1,1,1,48,8,384,204,1.882353,0,0,0.285,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=synth_preset
ex275,ex275_isqrt_prefix5_range_default,unsigned_floor_isqrt,prefix5_range+default,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_gateflow_20260609_1618/ex275/aigs/ex275_isqrt_prefix5_range_default.aig,1,1,1,46,8,368,204,1.803922,0,0,0.230,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=default
