case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex288,ex288_unknown_bit_hybrid_primary_12_13_14,unknown_bit_hybrid,primary_12_13_14,student/work/ex288_ex289_frontend_split_sym_bit_hybrid_20260608_1629/ex288/verilog/ex288_unknown_bit_hybrid_primary_12_13_14.v,student/work/ex288_ex289_frontend_split_sym_bit_hybrid_20260608_1629/ex288/aigs/ex288_unknown_bit_hybrid_primary_12_13_14.aig,1,1,3025,20,60500,16394,3.690375,0,0,structural_exact,bit-hybrid of two verified exact Verilog sources
ex289,ex289_unknown_bit_hybrid_primary_12_13_14_15,unknown_bit_hybrid,primary_12_13_14_15,student/work/ex288_ex289_frontend_split_sym_bit_hybrid_20260608_1629/ex289/verilog/ex289_unknown_bit_hybrid_primary_12_13_14_15.v,student/work/ex288_ex289_frontend_split_sym_bit_hybrid_20260608_1629/ex289/aigs/ex289_unknown_bit_hybrid_primary_12_13_14_15.aig,1,1,2567,21,53907,13620,3.957930,0,0,structural_exact,bit-hybrid of two verified exact Verilog sources
