case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex288,unknown_bit_hybrid,5,5,5,5,0,0,5,ex288_unknown_bit_hybrid_primary_12_13_14,primary_12_13_14,structural_exact,3025,20,60500,16394,3.690375,0,0,primary_12_13_14:60500; primary_11_12_13_14:73546; primary_10_11_12_13_14:74550; primary_9_10_11_12_13_14:76680; primary_8_9_10_11_12_13_14:78540,
ex289,unknown_bit_hybrid,5,5,5,5,0,0,5,ex289_unknown_bit_hybrid_primary_12_13_14_15,primary_12_13_14_15,structural_exact,2567,21,53907,13620,3.957930,0,0,primary_12_13_14_15:53907; primary_10_11_12_13_14_15:55879; primary_11_12_13_14_15:59241; primary_9_10_11_12_13_14_15:64764; primary_8_9_10_11_12_13_14_15:64827,
