case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex265,ex265_udiv_direct_safe_abc_g_aig,unsigned low4_high4:a/b dbz=max,direct_safe+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex265/verilog/ex265_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex265/aigs/ex265_udiv_direct_safe_abc_g_aig.aig,1,1,1,53,17,901,322,2.798137,0,0,0.252,semantic_udiv_exact,unsigned low4_high4:a/b dbz=max exact; source=direct_safe; flow=abc_g_aig
ex268,ex268_udiv_direct_safe_abc_g_aig_d24,unsigned low7_high7:a/b dbz=max,direct_safe+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_direct_safe_abc_g_aig_d24.aig,1,1,1,193,59,11387,7446,1.529277,0,0,0.391,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_safe; flow=abc_g_aig_d24
ex268,ex268_udiv_direct_gt_guard_abc_g_aig,unsigned low7_high7:a/b dbz=max,direct_gt_guard+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_direct_gt_guard_abc_g_aig.aig,1,1,1,195,64,12480,7446,1.676068,0,0,0.379,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_gt_guard; flow=abc_g_aig
ex268,ex268_udiv_direct_gt_guard_wreduce_abc_g_aig,unsigned low7_high7:a/b dbz=max,direct_gt_guard+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_direct_gt_guard_wreduce_abc_g_aig.aig,1,1,1,195,64,12480,7446,1.676068,0,0,0.382,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_gt_guard; flow=wreduce_abc_g_aig
ex268,ex268_udiv_direct_gt_guard_synth_preset,unsigned low7_high7:a/b dbz=max,direct_gt_guard+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_direct_gt_guard_synth_preset.aig,1,1,1,195,63,12285,7446,1.649879,0,0,0.456,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset
ex268,ex268_udiv_direct_gt_guard_abc_g_aig_d18,unsigned low7_high7:a/b dbz=max,direct_gt_guard+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_direct_gt_guard_abc_g_aig_d18.aig,1,1,1,195,64,12480,7446,1.676068,0,0,0.381,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_gt_guard; flow=abc_g_aig_d18
ex268,ex268_udiv_direct_gt_guard_abc_g_aig_d24,unsigned low7_high7:a/b dbz=max,direct_gt_guard+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_direct_gt_guard_abc_g_aig_d24.aig,1,1,1,195,64,12480,7446,1.676068,0,0,0.379,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_gt_guard; flow=abc_g_aig_d24
ex268,ex268_udiv_restoring_narrow_abc_g_aig,unsigned low7_high7:a/b dbz=max,restoring_narrow+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_restoring_narrow_abc_g_aig.aig,1,1,1,195,61,11895,7446,1.597502,0,0,0.315,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=restoring_narrow; flow=abc_g_aig
ex268,ex268_udiv_restoring_narrow_wreduce_abc_g_aig,unsigned low7_high7:a/b dbz=max,restoring_narrow+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_restoring_narrow_wreduce_abc_g_aig.aig,1,1,1,196,60,11760,7446,1.579371,0,0,0.321,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=restoring_narrow; flow=wreduce_abc_g_aig
ex268,ex268_udiv_restoring_narrow_synth_preset,unsigned low7_high7:a/b dbz=max,restoring_narrow+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_restoring_narrow_synth_preset.aig,1,1,1,196,67,13132,7446,1.763631,0,0,0.383,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=restoring_narrow; flow=synth_preset
ex268,ex268_udiv_restoring_narrow_abc_g_aig_d18,unsigned low7_high7:a/b dbz=max,restoring_narrow+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_restoring_narrow_abc_g_aig_d18.aig,1,1,1,195,61,11895,7446,1.597502,0,0,0.311,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=restoring_narrow; flow=abc_g_aig_d18
ex268,ex268_udiv_restoring_narrow_abc_g_aig_d24,unsigned low7_high7:a/b dbz=max,restoring_narrow+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_restoring_narrow_abc_g_aig_d24.aig,1,1,1,195,61,11895,7446,1.597502,0,0,0.314,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=restoring_narrow; flow=abc_g_aig_d24
ex268,ex268_udiv_restoring_gt_guard_abc_g_aig,unsigned low7_high7:a/b dbz=max,restoring_gt_guard+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_restoring_gt_guard_abc_g_aig.aig,1,1,1,219,71,15549,7446,2.088235,0,0,0.336,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=restoring_gt_guard; flow=abc_g_aig
ex268,ex268_udiv_restoring_gt_guard_wreduce_abc_g_aig,unsigned low7_high7:a/b dbz=max,restoring_gt_guard+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_restoring_gt_guard_wreduce_abc_g_aig.aig,1,1,1,219,70,15330,7446,2.058824,0,0,0.340,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=restoring_gt_guard; flow=wreduce_abc_g_aig
ex268,ex268_udiv_restoring_gt_guard_synth_preset,unsigned low7_high7:a/b dbz=max,restoring_gt_guard+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_restoring_gt_guard_synth_preset.aig,1,1,1,195,62,12090,7446,1.623691,0,0,0.395,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=restoring_gt_guard; flow=synth_preset
ex268,ex268_udiv_restoring_gt_guard_abc_g_aig_d18,unsigned low7_high7:a/b dbz=max,restoring_gt_guard+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_restoring_gt_guard_abc_g_aig_d18.aig,1,1,1,219,71,15549,7446,2.088235,0,0,0.337,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=restoring_gt_guard; flow=abc_g_aig_d18
ex268,ex268_udiv_restoring_gt_guard_abc_g_aig_d24,unsigned low7_high7:a/b dbz=max,restoring_gt_guard+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_restoring_gt_guard_abc_g_aig_d24.aig,1,1,1,219,71,15549,7446,2.088235,0,0,0.336,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=restoring_gt_guard; flow=abc_g_aig_d24
ex268,ex268_udiv_small_divisor_fast_direct_abc_g_aig,unsigned low7_high7:a/b dbz=max,small_divisor_fast_direct+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_small_divisor_fast_direct_abc_g_aig.aig,1,1,1,197,60,11820,7446,1.587429,0,0,0.394,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_direct; flow=abc_g_aig
ex268,ex268_udiv_small_divisor_fast_direct_wreduce_abc_g_aig,unsigned low7_high7:a/b dbz=max,small_divisor_fast_direct+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_small_divisor_fast_direct_wreduce_abc_g_aig.aig,1,1,1,197,60,11820,7446,1.587429,0,0,0.398,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_direct; flow=wreduce_abc_g_aig
ex268,ex268_udiv_small_divisor_fast_direct_synth_preset,unsigned low7_high7:a/b dbz=max,small_divisor_fast_direct+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_small_divisor_fast_direct_synth_preset.aig,1,1,1,195,58,11310,7446,1.518936,0,0,0.483,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset
ex268,ex268_udiv_small_divisor_fast_direct_abc_g_aig_d18,unsigned low7_high7:a/b dbz=max,small_divisor_fast_direct+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_small_divisor_fast_direct_abc_g_aig_d18.aig,1,1,1,197,60,11820,7446,1.587429,0,0,0.395,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_direct; flow=abc_g_aig_d18
ex268,ex268_udiv_small_divisor_fast_direct_abc_g_aig_d24,unsigned low7_high7:a/b dbz=max,small_divisor_fast_direct+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_small_divisor_fast_direct_abc_g_aig_d24.aig,1,1,1,197,60,11820,7446,1.587429,0,0,0.396,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_direct; flow=abc_g_aig_d24
ex268,ex268_udiv_small_divisor_fast_restoring_abc_g_aig,unsigned low7_high7:a/b dbz=max,small_divisor_fast_restoring+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_small_divisor_fast_restoring_abc_g_aig.aig,1,1,1,195,63,12285,7446,1.649879,0,0,0.350,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=abc_g_aig
ex268,ex268_udiv_small_divisor_fast_restoring_wreduce_abc_g_aig,unsigned low7_high7:a/b dbz=max,small_divisor_fast_restoring+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_small_divisor_fast_restoring_wreduce_abc_g_aig.aig,1,1,1,195,63,12285,7446,1.649879,0,0,0.348,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=wreduce_abc_g_aig
ex268,ex268_udiv_small_divisor_fast_restoring_synth_preset,unsigned low7_high7:a/b dbz=max,small_divisor_fast_restoring+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_small_divisor_fast_restoring_synth_preset.aig,1,1,1,195,62,12090,7446,1.623691,0,0,0.428,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=synth_preset
ex268,ex268_udiv_small_divisor_fast_restoring_abc_g_aig_d18,unsigned low7_high7:a/b dbz=max,small_divisor_fast_restoring+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_small_divisor_fast_restoring_abc_g_aig_d18.aig,1,1,1,195,63,12285,7446,1.649879,0,0,0.345,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=abc_g_aig_d18
ex268,ex268_udiv_small_divisor_fast_restoring_abc_g_aig_d24,unsigned low7_high7:a/b dbz=max,small_divisor_fast_restoring+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/verilog/ex268_udiv_small_divisor_fast_restoring.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex268/aigs/ex268_udiv_small_divisor_fast_restoring_abc_g_aig_d24.aig,1,1,1,195,63,12285,7446,1.649879,0,0,0.344,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_restoring; flow=abc_g_aig_d24
ex269,ex269_udiv_direct_safe_abc_g_aig,unsigned low8_high8:a/b dbz=max,direct_safe+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_direct_safe_abc_g_aig.aig,1,1,1,264,77,20328,11760,1.728571,0,0,0.497,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_safe; flow=abc_g_aig
ex269,ex269_udiv_direct_safe_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,direct_safe+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_direct_safe_wreduce_abc_g_aig.aig,1,1,1,264,77,20328,11760,1.728571,0,0,0.497,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_safe; flow=wreduce_abc_g_aig
ex269,ex269_udiv_direct_safe_synth_preset,unsigned low8_high8:a/b dbz=max,direct_safe+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_direct_safe_synth_preset.aig,1,1,1,261,79,20619,11760,1.753316,0,0,0.555,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_safe; flow=synth_preset
ex269,ex269_udiv_direct_safe_abc_g_aig_d18,unsigned low8_high8:a/b dbz=max,direct_safe+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_direct_safe_abc_g_aig_d18.aig,1,1,1,264,77,20328,11760,1.728571,0,0,0.497,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_safe; flow=abc_g_aig_d18
ex269,ex269_udiv_direct_safe_abc_g_aig_d24,unsigned low8_high8:a/b dbz=max,direct_safe+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_direct_safe_abc_g_aig_d24.aig,1,1,1,264,77,20328,11760,1.728571,0,0,0.493,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_safe; flow=abc_g_aig_d24
ex269,ex269_udiv_direct_gt_guard_abc_g_aig,unsigned low8_high8:a/b dbz=max,direct_gt_guard+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_direct_gt_guard_abc_g_aig.aig,1,1,1,268,76,20368,11760,1.731973,0,0,0.478,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_gt_guard; flow=abc_g_aig
ex269,ex269_udiv_direct_gt_guard_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,direct_gt_guard+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_direct_gt_guard_wreduce_abc_g_aig.aig,1,1,1,268,76,20368,11760,1.731973,0,0,0.482,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_gt_guard; flow=wreduce_abc_g_aig
ex269,ex269_udiv_direct_gt_guard_synth_preset,unsigned low8_high8:a/b dbz=max,direct_gt_guard+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_direct_gt_guard_synth_preset.aig,1,1,1,266,78,20748,11760,1.764286,0,0,0.546,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset
ex269,ex269_udiv_direct_gt_guard_abc_g_aig_d18,unsigned low8_high8:a/b dbz=max,direct_gt_guard+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_direct_gt_guard_abc_g_aig_d18.aig,1,1,1,268,76,20368,11760,1.731973,0,0,0.485,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_gt_guard; flow=abc_g_aig_d18
ex269,ex269_udiv_direct_gt_guard_abc_g_aig_d24,unsigned low8_high8:a/b dbz=max,direct_gt_guard+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_direct_gt_guard_abc_g_aig_d24.aig,1,1,1,268,76,20368,11760,1.731973,0,0,0.482,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_gt_guard; flow=abc_g_aig_d24
ex269,ex269_udiv_restoring_narrow_abc_g_aig,unsigned low8_high8:a/b dbz=max,restoring_narrow+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_restoring_narrow_abc_g_aig.aig,1,1,1,266,86,22876,11760,1.945238,0,0,0.392,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=restoring_narrow; flow=abc_g_aig
ex269,ex269_udiv_restoring_narrow_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,restoring_narrow+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_restoring_narrow_wreduce_abc_g_aig.aig,1,1,1,265,87,23055,11760,1.960459,0,0,0.400,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=restoring_narrow; flow=wreduce_abc_g_aig
ex269,ex269_udiv_restoring_narrow_synth_preset,unsigned low8_high8:a/b dbz=max,restoring_narrow+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_restoring_narrow_synth_preset.aig,1,1,1,264,80,21120,11760,1.795918,0,0,0.479,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=restoring_narrow; flow=synth_preset
ex269,ex269_udiv_restoring_narrow_abc_g_aig_d18,unsigned low8_high8:a/b dbz=max,restoring_narrow+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_restoring_narrow_abc_g_aig_d18.aig,1,1,1,266,86,22876,11760,1.945238,0,0,0.399,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=restoring_narrow; flow=abc_g_aig_d18
ex269,ex269_udiv_restoring_narrow_abc_g_aig_d24,unsigned low8_high8:a/b dbz=max,restoring_narrow+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_restoring_narrow.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_restoring_narrow_abc_g_aig_d24.aig,1,1,1,266,86,22876,11760,1.945238,0,0,0.396,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=restoring_narrow; flow=abc_g_aig_d24
ex269,ex269_udiv_restoring_gt_guard_abc_g_aig,unsigned low8_high8:a/b dbz=max,restoring_gt_guard+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_restoring_gt_guard_abc_g_aig.aig,1,1,1,308,87,26796,11760,2.278571,0,0,0.431,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=restoring_gt_guard; flow=abc_g_aig
ex269,ex269_udiv_restoring_gt_guard_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,restoring_gt_guard+wreduce_abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_restoring_gt_guard_wreduce_abc_g_aig.aig,1,1,1,308,87,26796,11760,2.278571,0,0,0.436,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=restoring_gt_guard; flow=wreduce_abc_g_aig
ex269,ex269_udiv_restoring_gt_guard_synth_preset,unsigned low8_high8:a/b dbz=max,restoring_gt_guard+synth_preset,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_restoring_gt_guard_synth_preset.aig,1,1,1,263,82,21566,11760,1.833844,0,0,0.479,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=restoring_gt_guard; flow=synth_preset
ex269,ex269_udiv_restoring_gt_guard_abc_g_aig_d18,unsigned low8_high8:a/b dbz=max,restoring_gt_guard+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_restoring_gt_guard_abc_g_aig_d18.aig,1,1,1,308,87,26796,11760,2.278571,0,0,0.432,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=restoring_gt_guard; flow=abc_g_aig_d18
ex269,ex269_udiv_restoring_gt_guard_abc_g_aig_d24,unsigned low8_high8:a/b dbz=max,restoring_gt_guard+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_restoring_gt_guard.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_restoring_gt_guard_abc_g_aig_d24.aig,1,1,1,308,87,26796,11760,2.278571,0,0,0.425,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=restoring_gt_guard; flow=abc_g_aig_d24
ex269,ex269_udiv_small_divisor_fast_direct_abc_g_aig,unsigned low8_high8:a/b dbz=max,small_divisor_fast_direct+abc_g_aig,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/verilog/ex269_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_guard_fast_20260609_0815/ex269/aigs/ex269_udiv_small_divisor_fast_direct_abc_g_aig.aig,1,1,1,268,77,20636,11760,1.754762,0,0,0.531,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=small_divisor_fast_direct; flow=abc_g_aig
