case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex236,ex236_formula_highnone_hi5_abc_g_aig,fp16_cube,formula_highnone_hi5,student/work/ex236_ex238_frontend_fp16_cube_formula_20260608_0802/ex236/verilog/ex236_formula_highnone_hi5.v,student/work/ex236_ex238_frontend_fp16_cube_formula_20260608_0802/ex236/aigs/ex236_formula_highnone_hi5_abc_g_aig.aig,1,1,1714,17,29138,17290,1.685252,0,0,semantic_formula_exact,special_const=40; special_full=6; special_items=6184; exp_delta_width=2; exp_delta_runs=3; exp_delta_max=2; mant_high=; low_width=10; nested_hi=5
ex238,ex238_formula_highnone_hi5_abc_g_aig,fp16_reciprocal_cube,formula_highnone_hi5,student/work/ex236_ex238_frontend_fp16_cube_formula_20260608_0802/ex238/verilog/ex238_formula_highnone_hi5.v,student/work/ex236_ex238_frontend_fp16_cube_formula_20260608_0802/ex238/aigs/ex238_formula_highnone_hi5_abc_g_aig.aig,1,1,1761,17,29937,16549,1.808991,0,0,semantic_formula_exact,special_const=40; special_full=6; special_items=6184; exp_delta_width=2; exp_delta_runs=4; exp_delta_max=3; mant_high=; low_width=10; nested_hi=5
