case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex225,ex225_fp16_log10_manual14_bdd12_9_se_mant_msb,fp16_log10,manual14_bdd12_9_se_mant_msb,student/work/ex225_frontend_fp16_bdd_correction_20260607_1406/ex225/verilog/ex225_fp16_log10_manual14_bdd12_9_se_mant_msb.v,student/work/ex225_frontend_fp16_bdd_correction_20260607_1406/ex225/aigs/ex225_fp16_log10_manual14_bdd12_9_se_mant_msb.aig,1,1,11589,23,266547,116676,2.284506,0,0,structural_exact,exact high/low mantissa correction; table_items=31777; manual_bit14=threshold_expr; bit=12; bdd_order=se_mant_msb; nodes=67; bit=9; bdd_order=se_mant_msb; nodes=225
